allahabad	8.805525
allaikum	8.805525
alle	8.805525
allen	8.294599
alleshaugemaymann	8.805525
allison	7.070224
allmost	8.805525
allmytube	8.805525
allocate	8.805525
allocated	8.805525
alloted	8.805525
allotted	8.805525
allow	4.244601
allowance	8.805525
allowed	5.556627
allowing	6.010016
allowoverlap	8.805525
allows	4.962845
allrates	8.805525
alls	8.805525
allthe	8.805525
alltypes	8.805525
alluded	8.805525
allusers	7.505842
allways	8.805525
almost	5.388871
alolow	8.805525
alone	6.051789
along	5.022524
alongside	8.294599
alot	6.958899
alouettes	8.805525
alpha	7.958027
alphabet	8.805525
alphabetic	8.805525
alphabetically	8.805525
alphabets	8.805525
alphanumeric	7.958027
alphanumericdigits	8.805525
already	3.506541
alreay	8.805525
alright	7.505842
also	2.143225
alsow	8.805525
alt	5.136251
alter	7.195487
altered	8.294599
altering	8.805525
alternate	7.070224
alternately	8.294599
alternative	5.666728
alternatively	6.468750
alternatives	7.070224
alters	8.805525
although	5.007271
altitude	8.805525
altogether	7.195487
alway	8.805525
always	3.905470
alyssa	7.958027
alzheimer	8.805525
amanda	6.010016
amandab	8.294599
amandafrog	8.805525
amar	8.805525
amateur	8.805525
amazed	8.805525
amazing	6.684162
amazon	5.758000
amazonaws	8.805525
amber	7.070224
ambermattamberxt	8.294599
ambrtjoseph	8.805525
amd	7.706613
amend	8.294599
america	7.070224
american	7.706613
ameritrade	8.805525
ami	8.805525
amit	7.958027
amkelseyandon	8.805525
among	6.767643
amongst	7.706613
amount	5.457380
amounts	7.338688
amp	8.805525
amritadavid	8.805525
amusing	8.294599
amy	6.858715
amydodd	8.805525
amyso	8.805525
amywright	8.805525
analayzer	8.805525
analogous	8.805525
analogy	8.805525
analysis	7.338688
analysistabs	8.805525
analyst	8.805525
analyze	7.338688
analyzed	7.958027
analyzer	7.338688
anchor	8.805525
anchored	8.294599
ancient	7.958027
andbeing	8.805525
anders	8.294599
andine	8.294599
andlogged	8.805525
andor	8.294599
andorra	8.805525
andover	8.805525
andre	7.195487
andrea	7.706613
andrejohn	8.294599
andrejoseph	8.805525
andremartin	8.805525
andremonique	8.805525
andrenathaniel	8.805525
andrenicholas	8.805525
andrepaul	8.294599
andrepaula	8.805525
andresarah	8.805525
andrew	6.767643
andrewdows	8.805525
andrewdowslogsnetsetupservice	8.805525
andrewhorgandcu	8.805525
andrnataliedows	8.805525
android	3.835555
androidcentral	8.805525
androids	8.805525
andy	7.505842
andyvictoria	8.805525
anerg	8.805525
anf	8.805525
angeil	8.805525
angela	7.070224
angeles	8.294599
angelica	8.805525
angelicaadam	8.805525
angelolarry	8.805525
angent	8.805525
angle	7.958027
angles	8.805525
angry	7.958027
anguish	8.805525
anh	8.805525
anifan	8.805525
anil	8.805525
animals	8.805525
animate	7.070224
animated	7.338688
animating	8.805525
animation	5.823798
animations	6.684162
animosity	8.805525
anish	8.805525
anita	8.805525
anjeffajput	8.805525
ankijonathanput	8.805525
ankit	8.805525
ankitrandall	8.805525
anle	8.805525
ann	8.805525
anna	8.805525
annagebert	7.958027
annapamela	8.805525
annd	8.805525
anne	7.505842
annerandy	8.805525
annerandytuohy	8.805525
annette	7.958027
annewright	8.805525
annie	8.805525
anniversary	6.535542
annm	8.805525
annonce	8.805525
annotations	8.805525
announced	7.958027
announcement	6.958899
announcements	7.706613
announcing	8.805525
annoy	8.294599
annoyance	8.294599
annoyed	7.338688
annoying	5.345653
annual	7.195487
anomalies	8.294599
anomaly	8.805525
anonymously	8.805525
another	3.214624
ans	8.805525
ansethajput	8.805525
ansi	8.805525
answer	3.233628
answerable	8.805525
answered	5.457380
answering	5.969910
answers	3.634054
answersfeedback	8.805525
ant	8.294599
antarctica	8.805525
antartica	8.805525
antenna	8.805525
anther	8.805525
anthony	7.505842
anthonyackerman	7.958027
anthonybroom	8.805525
anthonyhuhn	8.805525
anthonywalsh	8.805525
anti	6.406130
anticipation	8.294599
antimalware	7.505842
antivir	8.805525
antivirus	5.583045
antiviruses	8.805525
antoine	7.958027
antonio	6.958899
antonioman	8.805525
antoniooying	8.805525
anu	8.294599
anuj	8.294599
anushascott	8.805525
anwser	8.805525
anwsering	8.805525
anwsers	8.805525
anybody	5.505783
anyhow	7.195487
anymore	4.802360
anyone	3.568378
anyother	8.805525
anything	3.704096
anytime	5.726647
anyway	4.621498
anyways	7.505842
anywhere	5.053735
ao	8.805525
aol	7.505842
aop	8.805525
ap	7.505842
apa	8.805525
apache	7.338688
apart	7.070224
apear	8.805525
aperture	8.805525
apex	7.195487
api	6.406130
apic	8.805525
apis	8.805525
apologies	6.347189
apologise	8.805525
apologize	6.010016
apologized	8.805525
apology	8.805525
apostrophes	8.805525
app	2.364994
appalling	7.958027
apparent	7.195487
apparently	5.053735
appcrash	8.805525
appdata	6.291519
appdatalocalmicrosoftbingbar	7.195487
appdatalocalpackages	8.805525
appdatalocalpackagesmicrosoft	8.805525
appdatalocaltemp	8.805525
appdataroamingmicrosoftwindowsstart	8.805525
appdev	8.805525
appeal	8.294599
appealing	8.805525
appear	3.915852
appearance	6.858715
appearanceadvanced	8.805525
appearances	8.805525
appearantly	8.805525
appeared	5.790361
appearing	6.347189
appears	4.031625
append	7.706613
appending	7.706613
appends	8.805525
appfeat	7.195487
appidsvc	8.805525
appl	8.805525
apple	5.136251
appleshowallfiles	8.805525
applestore	8.294599
applet	8.805525
appliactions	8.805525
applicable	6.535542
applicant	8.805525
application	3.313177
applications	4.495022
applicationsettingsbase	8.805525
applied	5.696242
applies	6.347189
apply	4.802360
applying	6.958899
appreciate	3.721277
appreciated	4.296045
appreciation	8.805525
appreciative	8.805525
apprecieted	8.805525
apprehension	8.805525
approach	6.291519
approached	8.805525
approaching	8.805525
appropriate	4.840167
appropriately	7.958027
approve	8.805525
approved	7.706613
approx	7.706613
approximate	7.706613
approximately	7.505842
approximation	8.805525
apps	3.489019
appstore	7.505842
appver	8.805525
appwiz	7.070224
appx	8.805525
appxlog	8.805525
appxmanifest	7.338688
appxpackage	6.767643
appxprovisionedpackage	8.805525
apr	7.958027
april	6.684162
apropriado	8.805525
aps	8.294599
apt	8.805525
aptio	8.294599
aptiva	8.805525
aptly	8.805525
aqs	8.805525
aquire	8.805525
ar	8.805525
arab	7.958027
arabia	8.805525
arabic	7.338688
arbitrarily	8.294599
arbitrary	8.805525
arc	8.805525
arcana	8.805525
arcane	8.805525
architect	8.805525
architectural	8.805525
architecture	6.291519
archival	8.805525
archive	6.858715
archived	8.294599
archives	8.805525
area	4.920283
areas	6.406130
arebic	8.805525
aredridel	8.805525
arent	8.805525
aresena	8.805525
arestacydata	8.805525
arg	8.805525
argentina	8.805525
argument	8.294599
ariana	8.805525
arise	7.195487
arises	7.338688
arising	8.805525
arithmetic	8.805525
arizona	7.706613
arm	7.195487
arman	8.805525
armed	8.294599
aro	8.805525
arose	8.805525
around	4.223317
arounds	8.294599
arr	8.805525
arraial	7.706613
arrange	7.195487
arranged	7.706613
arrangement	8.805525
array	6.607101
arrayed	8.294599
arrays	8.805525
arrival	8.294599
arrive	7.706613
arrived	7.958027
arrives	7.505842
arriving	8.294599
arrogant	7.958027
arrond	8.805525
arrow	5.411195
arrows	7.195487
arsena	8.294599
arsenal	8.805525
art	7.505842
arthur	7.958027
arthurverholancev	8.805525
article	3.352208
articles	5.367031
articleview	8.805525
artifacts	8.805525
artist	7.958027
artistic	8.805525
artists	8.805525
artwork	8.294599
asap	6.684162
ascending	7.706613
ascii	7.706613
asd	8.805525
asdadsssad	8.805525
ase	8.805525
ashishmiranda	8.805525
ashishtroy	8.805525
ashlee	8.805525
ashley	6.607101
ashleydion	8.805525
ashleyrasmussen	8.294599
ashleys	8.805525
ashx	7.958027
asia	8.805525
asian	8.294599
asians	8.805525
aside	6.684162
asinine	8.805525
ask	4.230363
askathleen	8.805525
asked	4.541832
asking	4.892869
asks	6.347189
askvg	8.805525
aslo	8.805525
asmx	8.805525
aso	8.805525
asp	7.505842
aspect	7.706613
aspects	7.706613
asphalt	8.805525
aspire	8.294599
aspx	4.334435
assalam	8.805525
assemblies	8.805525
assembly	8.294599
asses	8.805525
assess	7.958027
assessment	7.958027
assets	8.294599
assign	6.958899
assigned	6.468750
assigning	8.805525
assignment	8.294599
assignments	8.294599
assist	3.114429
assistance	2.853389
assistant	7.195487
assisted	7.958027
assisting	7.195487
assists	7.706613
associate	7.706613
associated	5.367031
associates	8.805525
associating	8.805525
association	7.958027
associations	8.294599
assortment	8.805525
assume	5.666728
assumed	6.958899
assumes	7.338688
assuming	6.095374
assumption	8.294599
assurance	7.958027
assurances	7.195487
assure	7.338688
assured	6.291519
assures	8.805525
asterisk	8.294599
astros	8.294599
asus	5.505783
asustek	8.805525
aswell	7.958027
asyou	8.805525
ata	7.706613
atapi	8.294599
ate	8.294599
ater	8.805525
ath	8.805525
atheiscaroline	8.805525
athena	8.294599
atheros	8.805525
athi	7.706613
athome	8.805525
ati	7.706613
atl	8.805525
atleast	7.505842
atom	7.958027
atsc	8.805525
atsign	8.805525
atsymbol	8.805525
attach	6.291519
attached	5.583045
attaching	8.805525
attachment	6.291519
attachments	7.958027
attack	7.706613
attacks	6.607101
attemp	8.805525
attempt	5.457380
attempted	6.347189
attempting	6.406130
attempts	6.291519
attend	8.805525
attendance	8.805525
attendances	8.805525
attended	8.294599
attending	8.805525
attends	8.805525
attention	6.347189
attitude	8.294599
attract	8.294599
attractions	8.805525
attractive	8.294599
attribute	7.958027
attributed	8.805525
attributes	7.505842
atwilliam	8.805525
au	7.070224
aubscription	8.805525
auckland	8.805525
aud	8.805525
audacity	8.294599
audacityteam	8.805525
audible	8.805525
audibly	8.805525
audience	7.195487
audiencechannel	8.805525
audiencegroup	8.805525
audio	4.532297
audion	8.805525
audit	7.706613
auditions	8.805525
audrey	8.294599
aug	7.706613
augment	7.958027
august	6.607101
ausente	8.805525
ausilogics	8.805525
aussie	8.294599
austin	8.294599
australia	6.535542
australian	8.805525
austria	8.805525
auth	7.505842
authenticate	8.805525
authentication	7.195487
authenticationtokeninvalid	8.805525
authkey	8.294599
author	7.505842
authored	8.805525
authoring	8.805525
authorisation	8.805525
authoritative	8.805525
authority	7.958027
authoritylocal	8.805525
authorization	8.294599
authorize	8.294599
authorized	8.805525
authorship	8.805525
auto	5.102433
autobackup	8.294599
autocad	8.294599
autocomplete	7.505842
autocompletion	8.805525
autocorrect	6.684162
autodesk	7.706613
autodetect	8.805525
autofill	8.294599
autofit	8.294599
autoformat	7.958027
autoformatting	8.805525
autologin	8.805525
automated	6.140937
automatic	5.226098
automatically	3.752038
automaticaly	8.805525
automaticly	8.294599
automation	8.294599
automobile	8.805525
autonumbered	8.805525
autopreview	8.805525
autorecover	8.294599
autorecovery	8.294599
autoreply	8.805525
autoruns	8.805525
autosave	6.238775
autosaved	8.805525
autosaves	8.805525
autosaving	8.805525
autosize	8.805525
autostart	8.294599
autostarting	8.805525
autotext	7.338688
autoupdate	7.505842
autres	8.805525
autumn	7.706613
av	6.767643
avail	5.894202
availability	7.505842
available	3.159530
availbale	8.805525
availble	8.805525
availible	8.805525
avaliable	8.805525
avast	7.505842
avatar	7.505842
avengers	8.805525
avenue	8.294599
avenues	7.706613
average	6.767643
averageifs	8.805525
averages	8.805525
averaging	8.805525
avery	8.294599
avg	7.505842
aviail	8.805525
avid	8.805525
avington	8.805525
avira	8.805525
avisa	8.805525
avnew	8.805525
avoid	5.556627
avoided	8.805525
avoiding	8.294599
avon	8.805525
avtomaticaly	8.805525
await	8.805525
awaiting	7.958027
awakened	8.805525
award	8.805525
awarded	8.294599
awards	7.958027
aware	5.284108
awareness	8.294599
away	4.522850
awesome	6.535542
awesomeness	8.805525
awful	7.706613
awfully	8.805525
awhile	7.338688
awken	8.805525
awkward	7.706613
aws	8.805525
awwww	8.805525
axe	8.805525
axed	8.805525
axes	8.805525
axis	6.767643
axtivex	8.805525
ay	8.805525
ayad	8.805525
ayo	8.805525
ayuda	8.805525
azbratnny	8.805525
azjamie	8.805525
azrhondaadeem	8.805525
azure	8.805525
b	3.947635
babe	8.805525
babs	8.294599
babu	8.294599
baby	8.805525
bac	8.805525
back	2.351074
backed	7.070224
backend	7.958027
background	4.827408
backgrounds	7.958027
backgroundtaskhost	8.805525
backhouse	8.805525
backing	7.958027
backlink	8.294599
backlinks	7.706613
backlit	8.805525
backspace	8.805525
backstage	7.958027
backtab	8.805525
backtick	8.805525
backup	5.189196
backups	7.338688
backward	8.805525
backwards	6.858715
backyard	8.805525
bad	5.053735
badger	8.805525
badges	8.294599
badly	6.858715
badlydrawnboy	8.805525
badri	7.958027
baffled	8.294599
baffles	8.805525
bag	8.294599
bagaimana	8.805525
bahn	8.805525
bahrain	8.805525
baidu	8.805525
bail	8.805525
bailey	8.805525
baillebeagscott	8.805525
bain	8.805525
baixar	8.805525
bak	8.294599
bakis	8.805525
bal	8.805525
bala	7.706613
balance	6.607101
balances	8.805525
balancing	8.805525
balarryr	8.805525
balking	8.805525
ball	7.195487
balloon	7.958027
balloons	7.958027
ballrooms	8.805525
balls	8.294599
balmy	8.805525
baltimore	7.958027
bam	8.805525
ban	7.958027
band	7.958027
bandit	8.294599
bandwidth	6.767643
bang	8.805525
bangers	8.805525
banging	8.805525
bangladesh	8.805525
bank	7.338688
banking	7.338688
banks	7.505842
banned	7.070224
banner	7.958027
bannerblog	8.805525
baout	8.805525
bar	3.546138
barb	8.805525
barbara	7.706613
barbaraaaron	8.805525
barbderek	8.805525
barbecue	8.805525
barcelona	8.805525
barely	7.958027
bargain	8.805525
barracuda	8.805525
barry	8.805525
bars	6.958899
base	6.468750
baseball	8.805525
baseconfigurationrecord	8.805525
based	4.237457
baseline	8.805525
basic	5.264399
basically	5.610174
basics	7.958027
basing	8.805525
basis	6.767643
basketball	8.805525
basse	8.805525
bassem	7.505842
bastard	8.805525
bat	8.805525
batch	8.294599
batches	8.805525
battalion	8.805525
batter	8.294599
batteries	7.505842
battery	5.858384
batting	8.805525
battle	7.958027
battlegrounds	8.805525
battling	8.805525
bay	8.805525
bb	8.294599
bbc	8.805525
bbs	8.294599
bcdedit	8.294599
bchristopher	8.805525
bd	8.294599
bdv	8.805525
beach	7.958027
beam	8.805525
bean	8.805525
bear	7.195487
bearing	7.958027
beat	8.805525
beats	8.294599
beautiful	8.294599
beautifully	8.294599
beauty	7.706613
became	6.535542
becaue	8.805525
becky	8.294599
become	5.726647
becomes	5.823798
becoming	7.505842
becose	8.805525
becouse	8.805525
becoz	8.805525
becuase	8.805525
bed	7.958027
bedrishahsarahwilson	8.805525
beeing	8.805525
beenusing	8.805525
beep	8.294599
beer	8.805525
befire	8.805525
befor	8.805525
beforesave	8.805525
befuddled	8.805525
beg	8.294599
began	6.291519
begging	8.294599
begin	5.823798
beginners	7.958027
beginning	5.610174
begins	6.684162
begs	8.805525
begun	8.294599
behalf	7.070224
behave	6.684162
behaves	7.958027
behaving	7.505842
behavior	5.324718
behaviors	8.805525
behaviour	6.468750
behind	6.010016
behold	7.706613
behoove	8.805525
beige	8.805525
beijing	8.294599
beire	8.805525
bel	8.805525
belarc	7.958027
belgium	8.294599
believe	4.551456
believed	8.805525
believing	8.294599
bell	7.505842
bellow	8.805525
bells	8.294599
belly	8.805525
belobrov	8.805525
belong	7.958027
belongs	7.338688
ben	7.338688
beneath	6.468750
benedikt	8.805525
beneficiary	8.805525
benefit	6.468750
benefits	7.338688
benevolent	8.805525
benifit	8.805525
benign	8.805525
benishiryo	8.805525
benitez	8.805525
benjamin	6.535542
benq	8.805525
bent	8.805525
bento	8.294599
bepenthomas	8.805525
bernard	8.805525
bersion	8.805525
bertrand	8.805525
beserver	8.805525
beside	6.607101
besides	5.696242
best	3.428227
bet	7.505842
beta	6.188665
betanews	8.294599
betas	8.805525
beth	7.706613
bethany	8.805525
bethcatanese	8.805525
better	3.492500
betting	8.294599
bevels	8.805525
beware	7.958027
bewildered	8.805525
beyond	5.858384
bfs	8.805525
bhancillbrandy	8.805525
bhat	8.805525
bi	8.294599
bianca	8.805525
bias	8.805525
bible	8.805525
bibles	8.805525
bibliography	8.805525
bibliophile	8.805525
bicycle	6.958899
big	5.171238
bigasoft	8.805525
bigger	6.858715
biggest	7.958027
bigly	8.805525
bike	8.294599
biking	8.805525
bill	6.858715
billg	8.805525
billing	6.291519
billions	8.805525
billvernon	8.805525
billy	8.294599
billybogs	8.805525
bin	6.347189
binary	7.958027
binarydata	8.805525
binarydatasize	8.805525
bind	8.294599
binding	8.805525
bing	1.930921
bingads	7.706613
bingbar	8.805525
bingbot	7.195487
bingcom	8.805525
bingcontentremoval	7.958027
bingdevcenter	8.805525
binged	8.805525
bingers	8.805525
binghomepages	8.805525
bingimages	8.805525
binglistens	7.070224
binglocal	7.338688
bingmap	8.294599
bingmaps	5.969910
bingmapsportal	8.805525
bingmapsservices	8.805525
bingo	7.505842
bingplaces	6.858715
bingrewardspay	8.805525
bingrewardssuspend	7.070224
bings	7.958027
bingsiteauth	8.805525
bingtoolbar	8.294599
bingwallpaper	8.805525
bingweather	8.805525
bingwebmaster	7.958027
biographies	8.805525
bios	5.894202
bird	7.505842
birds	7.195487
birdseye	7.958027
birth	6.684162
birthdate	6.767643
birthday	6.684162
bit	4.230363
bitcoin	8.805525
bitcoinhowto	8.805525
bite	8.805525
bites	8.805525
bitlocker	7.706613
bitmask	8.805525
bitness	8.294599
bitro	8.805525
bits	7.505842
bitsperpixel	8.805525
bitten	8.805525
biwinrt	8.805525
biz	8.805525
bizarre	7.958027
bizarrely	8.805525
bizsupport	8.805525
bjuice	8.805525
bk	8.294599
bkav	8.805525
bkmk	8.294599
bla	8.805525
black	5.823798
blackandwhite	8.805525
blackberry	6.958899
blackbird	8.805525
blacklist	8.805525
blacklisted	8.805525
blacklisting	8.805525
blackmail	8.294599
blackouts	8.805525
blade	8.805525
blaine	8.294599
blake	7.338688
blame	7.706613
blank	4.621498
blanks	7.505842
blasted	8.294599
blatant	8.294599
blatantly	8.294599
bleepingcomputer	7.706613
bless	8.294599
blessings	8.805525
blind	8.805525
blinking	7.706613
blinks	8.294599
bloatware	8.805525
block	5.367031
blockage	8.805525
blocked	4.992245
blocker	7.706613
blockers	8.805525
blocking	5.894202
blocks	6.858715
blog	5.894202
blogger	8.805525
blogs	5.726647
blogspot	7.706613
blom	8.805525
blood	8.294599
bloody	8.294599
bloqueo	8.805525
blown	8.294599
blows	8.805525
bloxburg	8.805525
bltgunlock	8.805525
blu	7.706613
blue	5.119201
bluehost	8.805525
bluepegman	8.805525
bluescreen	8.294599
bluescreens	8.805525
bluescreenview	8.294599
bluesoleil	8.805525
bluetooth	5.758000
bluetoothcl	8.805525
bluetoothlogview	8.805525
bluetoothview	8.805525
blur	8.294599
bluray	8.805525
blurred	8.805525
blush	8.294599
blvd	8.805525
bmw	8.805525
bo	8.294599
board	6.238775
boat	7.958027
boats	8.805525
bob	7.706613
bobby	7.958027
bobbywork	8.294599
bobjeanne	8.805525
bobkelli	8.805525
boblinda	8.805525
bobmary	8.805525
bobmelanie	8.805525
bobshirley	8.805525
bobsteven	8.805525
bodbot	8.805525
body	6.291519
boggling	8.805525
bogus	7.706613
boilerplate	8.805525
bold	7.070224
bom	8.294599
bomb	8.294599
bombes	8.805525
bombing	8.805525
bonding	8.805525
bone	8.805525
bong	8.294599
bonkers	8.805525
bonnie	8.805525
bonus	7.706613
booh	8.805525
book	5.367031
bookkeeping	8.805525
bookmalarryrk	8.805525
bookmark	6.607101
bookmarked	7.706613
bookmarking	8.805525
bookmarklet	8.805525
bookmarks	6.858715
books	7.706613
bookshop	8.805525
bookstore	8.294599
bookworm	8.805525
boolean	7.706613
boom	8.805525
booom	8.805525
boot	4.551456
bootable	6.684162
bootcamp	8.805525
booted	7.070224
booting	6.188665
bootrec	8.294599
boots	7.706613
bootstrapper	8.805525
bord	8.805525
border	6.535542
borderlands	8.805525
borders	6.767643
bore	8.805525
born	7.958027
borncity	8.805525
borrow	8.805525
borrowed	8.805525
bot	6.767643
bothe	8.805525
bother	6.347189
bothered	7.706613
bothering	8.805525
bothersome	8.294599
bots	7.706613
bottom	4.091656
bottompadding	8.805525
bottons	8.805525
bought	5.038009
bougt	8.805525
boulder	8.805525
bounce	7.958027
bounces	8.805525
boundaries	7.338688
bounding	7.958027
bounds	8.805525
bout	8.805525
bowed	8.805525
box	3.538828
boxa	8.805525
boxed	8.805525
